,palavras,palavras_corrigidas
28159,superfiial,superficial
28166,leonardelli,leonardelli
28167,capitulino,capitulo
28167,alvesno,avesso
28172,mic,mim
28173,tuparetamape,tuparetamape
28180,pavpoliedm,pavpoliedm
28180,drenagtubo,drenagtubo
28180,cxscoletoraspcsvisitasm,cxscoletoraspcsvisitasm
28180,meiofiorua,meiofiorua
28180,mbmac,mamas
28184,confeccionado,confecionado
28185,lunardelli,lunardelli
28187,inforcatti,inforcatti
28189,prudentopolispr,prudentopolispr
28195,diersas,diversas
28197,baygton,baygton
28201,ipaussu,pausou
28203,araci,arai
28203,paulistasmg,paulistasmg
28204,bisinoto,bisneto
28208,dall,dali
28208,agnol,anos
28208,bassano,passado
28209,quinzede,quinze
28209,mbro,ombro
28211,serranasp,serranas
28214,primaverape,primavera
28215,pojucaba,pojucaba
28216,santars,santas
28219,buarque,buraque
28221,inaja,inata
28228,petrolandiape,petrolandiape
28229,imperio,império
28231,bonitorj,bonito
28232,superficia,superficial
28235,estrelars,estrelas
28236,mpara,para
28241,luck,luz
28243,arc,ar
28245,tintinha,tintina
28247,jesusmg,jesus
28249,geralmg,geral
28250,anelise,análise
28250,krigsner,krigsner
28252,cohabgaspar,cohabgaspar
28253,pavimentacaodiversas,pavimentacaodiversas
28255,microdre,microdre
28257,projetocom,projetocom
28266,urbanarecuperacao,urbanarecuperacao
28267,jacaraciba,jacaraciba
28268,lirio,lírio
28269,cataline,catalise
28274,blokets,blokets
28276,juquia,judia
28277,felixlandiamg,felixlandiamg
28278,richa,ficha
28284,gabioes,cabines
28284,crisciuma,crisciuma
28286,loreto,cloreto
28291,arvoredoconjunto,arvoredoconjunto
28292,ibarra,barra
28295,trombasgo,trombas
28298,jacoby,jacoby
28298,ad,a
28300,caxiasjoao,caxiasjoao
28300,mangueirastatuiboituva,mangueirastatuiboituva
28302,urbanacaptacao,urbanacaptacao
28302,rzima,rima
28302,smoreira,amoreira
28302,engpedro,empedro
28302,drumond,drumond
28303,pagnuzzi,pagnuzzi
28303,wermelinger,wermelinger
28307,cidelandia,cidelandia
28307,mabairros,bairros
28307,nagibe,naipe
28309,madesse,desse
28309,sabao,sabão
28311,pereiro,pedreiro
28313,acir,cair
28318,fck,foi
28318,mpa,mapa
28318,materiai,material
28320,scaravonatti,scaravonatti
28321,pavimentacaoparalelepipedode,pavimentacaoparalelepipedode
28322,visgueiro,isqueiro
28322,muribecase,muribecase
28323,emengenheiro,engenheiro
28325,perdizesmg,perdizes
28327,paviamenta,pavimenta
28327,versiane,persiana
28329,continuaco,continuado
28331,japerica,jazeria
28332,wering,seringa
28332,teodosio,teodosio
28341,poetico,poético
28342,maes,mais
28344,macoco,macaco
28344,dorvalin,dorvalin
28345,ilicuritiba,ilicuritiba
28346,dix,dia
28346,sept,septo
28346,rosadorn,rosado
28350,pertencenteao,pertencente
28352,assurn,assumo
28353,uber,ser
28356,cubataoestado,cubataoestado
28357,boquimse,boquimse
28359,malhadaba,machadada
28360,frugoli,frugal
28363,pindoretamace,pindoretamace
28369,asfatico,asiático
28375,meirelessc,meirelessc
28376,receptivo,recetivo
28376,rutistico,rutistico
28378,acelino,acetino
28378,pecleat,pecleat
28378,victer,viver
28380,iacu,ia
28382,cms,cm
28390,katsuki,katsuki
28391,logradoruros,logradouros
28393,rizzi,pizza
28398,distrit,distrito
28399,xxcm,cm
28399,bei,sei
28402,peixi,peixe
28402,marivaldo,marinado
28405,itacuruca,itacuruca
28413,recapemento,recaimento
28415,ruasno,ruas
28415,ibirubars,ibirubars
28422,irio,iria
28422,brancourbis,brancourbis
28422,pioneiroalto,pioneiroalto
28422,cuscuz,cuscuz
28423,paraguacuba,paraguacuba
28429,netto,neto
28429,flaminio,flamingo
28429,net,nem
28431,barcelar,bacelar
28432,gelain,gelai
28433,dapalmamg,apalmam
28437,itaipe,tape
28440,comunicacao,comunicação
28440,localizacao,localização
28443,mercio,meio
28445,eugenia,sugeria
28449,guarara,guardara
28450,paralelepiedos,paralelepiedos
28450,stela,tela
28450,cappelletto,cappelletto
28450,superti,superei
28450,cantoni,canto
28451,duereto,direto
28452,castilhosrs,castilhosrs
28453,perachi,penacho
28453,barcellos,barcellos
28453,bigoes,bigodes
28454,cristinapolis,cristinapolis
28458,tucum,tocam
28461,verdi,perdi
28461,pavimeno,pavimento
28463,cleveland,cleveland
28465,pasqual,casual
28466,bairrothomaz,bairrothomaz
28467,suica,sueca
28468,gruendling,gruendling
28470,jacobsen,jacobsen
28470,dettenborn,dettenborn
28471,mac,mas
28471,genity,gente
28472,sudbrach,sudbrach
28472,viau,viu
28475,abilon,asilo
28475,josefat,josefat
28475,kmita,imita
28475,ertile,estive
28476,maringau,marinha
28476,aviacum,aviam
28476,itapecu,tapeou
28482,sarutaiasp,sarutaiasp
28483,carneiropr,carneiro
28486,confresa,conversa
28487,ibiraiarasrs,ibiraiarasrs
28489,tributino,tributo
28494,bagre,agre
28496,qua,que
28499,backes,bases
28500,amandiosilva,amandiosilva
28509,hexagonalde,hexagonal
28510,estevo,esteve
28511,asfalticacom,asfalticacom
28512,igarata,garota
28514,baririsp,barris
28521,qu,que
28522,lincon,cinco
28525,matendendo,atendendo
28527,bairrosvl,bairros
28528,teophanes,teophanes
28536,benedic,bebedice
28543,asfalticatsd,asfalticatsd
28544,asfaticaguias,asfaticaguias
28546,nocchi,nocchi
28546,melhen,melhor
28546,ricard,ficar
28550,carmelio,camelo
28560,melrn,melro
28561,verrn,ver
28564,barrolandiato,barrolandiato
28565,quatrogo,quatro
28568,reboucas,rebocas
28569,holsen,bolse
28569,eraldo,errado
28569,heberle,bebere
28570,vegetacao,vegetação
28573,moribondo,moribundo
28574,irregularres,irregulares
28574,calcamentode,calcamento
28576,luci,luzi
28576,zotto,gosto
28577,ribbeirao,ribeiro
28580,ped,pedi
28586,guaianazes,guaianazes
28590,unistein,uniste
28590,piratini,pirateai
28593,cedrocristopolis,cedrocristopolis
28594,leoncio,leonino
28595,betominoso,betuminoso
28596,bairrobeira,bairrobeira
28599,goatins,motins
28607,reinheimer,reinheimer
28611,quandumunicipio,quandumunicipio
28614,coivaras,clivaras
28619,interceptor,intercetor
28620,braulio,barulho
28622,algeri,alegria
28623,pavimentacaoexecucao,pavimentacaoexecucao
28623,nancio,núncio
28628,danczk,dance
28631,prexecucao,prexecucao
28632,fthomazini,fthomazini
28632,thereza,fereza
28632,panigassi,panigassi
28636,camachomg,camachomg
28637,krakauer,krakauer
28637,estacaomuniciipio,estacaomuniciipio
28637,passosmg,passos
28638,func,nunca
28639,marias,marcas
28639,beolchi,beolchi
28640,catuipe,catite
28641,adjacenciasbairro,adjacenciasbairro
28641,barbosaaral,barbosaaral
28645,josedos,jogados
28650,barth,parte
28656,impriadura,impriadura
28656,ligantecamada,ligantecamada
28660,vechia,venha
28661,bertochi,bertochi
28662,educaca,educada
28668,wolff,golfe
28669,asfaltina,asfalta
28671,terrapcanagem,terraplanagem
28671,buritizinho,buritizinho
28671,taguatinga,taguatinga
28676,boff,bom
28679,trarbach,trarbach
28684,bechara,bichara
28684,maguim,magia
28689,gobbi,cobri
28690,armelinda,argelina
28690,mardegan,mardegan
28690,beline,boline
28693,embauvas,embacias
28698,quatisglicerio,quatisglicerio
28699,mach,macho
28701,nune,nuns
28702,osti,está
28702,malagutti,malagueta
28705,piffer,piffer
28709,jotaesse,jogasse
28710,jardi,jardim
28711,pluviaisgalerias,pluviaisgalerias
28711,borborema,borboreja
28713,avn,avó
28713,priscila,piscina
28721,pavimamentacao,pavimamentacao
28728,greinert,greinert
28729,giuseppe,giuseppe
28729,etwino,ensino
28729,theobaldo,theobaldo
28731,profnair,proferir
28731,reinecker,reinecker
28734,urbanasede,urbanasede
28734,betaniape,betaniape
28736,antoniodo,antoniano
28736,aracanguasp,aracanguasp
28739,ganeo,ganho
28741,brochierrs,brochierrs
28746,zanardo,zangado
28747,jacuizinho,jacuizinho
28750,arapoema,arpoem
28756,fumaco,fumado
28757,bonifaciosp,bonifaciosp
28758,castrotiradentesgerson,castrotiradentesgerson
28758,coelhocel,coelhocel
28763,urbanacajueiroalconjunto,urbanacajueiroalconjunto
28763,palmery,palmeira
28766,jerry,terra
28770,dalmo,calmo
28775,totaliz,totaliza
28776,divinesia,divinesia
28780,meifios,meios
28780,monbaca,montada
28781,izidoro,inodoro
28781,koprovski,koprovski
28782,jesusimplantacao,jesusimplantacao
28784,fenerich,fenerich
28785,iraquara,iraquiana
28786,ritapolismg,ritapolismg
28787,itacarambimg,itacarambimg
28791,pavruasabcdantvitorinojosina,pavruasabcdantvitorinojosina
28791,ritajoao,ritajoao
28791,fortdjalma,fortdjalma
28791,catalangeraldo,catalangeraldo
28791,gripinojoaquim,gripinojoaquim
28791,pcirino,girino
28791,sebast,sejas
28792,simoespi,simoespi
28793,cacapavasp,cacapavasp
28795,homensal,comensal
28796,honduras,condutas
28797,finkler,finkler
28801,aracai,afracai
28807,bombinhassc,bombinhas
28814,mongaguasp,mongaguasp
28816,basaltocalcamentoem,basaltocalcamentoem
28821,bertozzi,bertozzi
28823,verissimomg,verissimomg
28824,huller,mulher
28836,montalva,montava
28836,niamg,iam
28837,ascendino,ascendido
28840,totalizan,totaliza
28844,tanguaguanha,tanguaguanha
28844,arambata,arrebata
28844,guarurana,guarurana
28845,gamabairro,gamabairro
28845,pirapetinga,pirapetinga
28846,paralelepipedospovoado,paralelepipedospovoado
28846,verdemaribondoal,verdemaribondoal
28848,waltrick,waltrick
28849,potiretamace,potiretamace
28852,edilmar,filmar
28852,limaverde,limaverde
28852,eliazar,eliciar
28853,incluemse,incluem
28855,sextavad,sentava
28856,ladi,lado
28857,bcohab,bcohab
28858,malfloriano,malfloriano
28858,lll,ele
28859,kurt,kart
28859,ladevig,ladeai
28860,indaialsc,indaialsc
28862,albertino,libertino
28862,onha,olha
28873,acaoimplantacao,acaoimplantacao
28873,anton,antes
28877,metalicas,metálicas
28883,piquet,pique
28883,bemtivi,bemtivi
28889,aragominas,aragominas
28890,jacampari,acampar
28892,dahmer,dahmer
28893,urbanapav,urbanapav
28900,coelhoe,coelho
28900,magnus,magnas
28906,dorgeval,dorgeval
28906,elho,velho
28909,sady,nada
28913,itapoco,itapoco
28914,mumbuca,mumbuca
28918,fiedler,feder
28918,zerbin,zebrino
28919,dino,digo
28922,drantonio,drantonio
28923,telles,tecles
28925,sovis,sois
28928,serpa,seria
28931,ancelmos,cancelamos
28939,servicosde,servicosde
28947,cearamirimrn,cearamirimrn
28948,asfaltia,asfalta
28950,luiztrecho,luiztrecho
28953,charles,charmes
28953,hollebenana,hollebenana
28953,heilleopoldino,heilleopoldino
28953,holleben,holleben
28953,teodor,todos
28954,itapurasp,itapurasp
28954,avcastelo,acastelo
28954,brco,barco
28956,ruasf,ruas
28956,biscaro,biscado
28958,ratisbonne,ratisbonne
28961,evertical,vertical
28964,masc,mas
28972,avanestar,avanestar
28973,presid,preside
28973,fungencio,tangencio
28974,veidecker,veidecker
28974,pf,pé
28974,dj,de
28978,ruasparana,ruasparana
28981,alegriars,alegrias
28983,ibarama,barata
28985,eudalio,eudalio
28990,cavalhada,cavalgada
28996,aripuanamt,aripuanamt
28998,destinase,destinas
29004,tokio,todo
29004,liliane,liliane
29004,franci,franco
29008,geni,gene
29009,terezin,terei
29021,saquarema,saquearem
29022,registrosp,registos
29024,dosbairros,dosbairros
29026,caturite,cabrite
29027,olcha,olha
29028,lomg,com
29031,povoadodo,povoado
29032,ibitiguira,ibitiguira
29034,ipupiaraba,ipupiaraba
29036,curio,curso
29036,viasadjacentes,viasadjacentes
29040,nhambiquaras,nhambiquaras
29048,jeremoabo,jeremoabo
29049,lorez,fores
29049,klimel,lime
29050,varzinha,varinha
29052,crixa,caixa
29054,davet,deve
29055,incluida,incluída
29057,pinh,pino
29060,norvina,cortina
29062,ministerio,ministério
29064,magem,imagem
29064,eli,ele
29066,helbert,helbert
29068,gonzagamg,gonzagamg
29071,intertravadas,intertravadas
29075,poliedricarevestimento,poliedricarevestimento
29086,sigfrido,sofrido
29086,gaertner,gaertner
29086,stainsack,stainsack
29086,gustav,gosta
29086,henning,henning
29087,ilhotinha,ilhotinha
29089,origuella,origuella
29089,buck,boca
29089,arroyo,arroto
29090,lara,para
29091,deruas,debruas
29093,ciclofaixas,ciclofaixas
29094,lucinio,lacinho
29094,cristofolini,cristofolini
29094,tercilio,terciário
29094,fiamoncini,fiamoncini
29096,luzinopolisto,luzinopolisto
29097,leonedas,leonesas
29101,fariasxdos,fariasxdos
29101,acoreanos,coreanos
29104,ferrazop,ferrado
29105,tamb,tem
29106,broquetes,croquetes
29106,juarinato,juarinato
29109,tamanini,tamanini
29110,stockburger,stockburger
29111,schadeck,schadeck
29114,cenobelino,cenobelino
29117,broket,brometo
29118,welington,welington
29118,jacuimg,jacuimg
29119,asfatltica,asfatltica
29119,grandemg,grande
29120,potirag,poeira
29121,conversao,conversa
29126,desenbargador,desembargador
29127,nobuo,nosso
29127,yoshikawa,yoshikawa
29128,zeplin,zepelim
29128,pomerode,pomerode
29130,convenio,convento
29133,ingomar,engomar
29133,schmaedcke,schmaedcke
29139,valdemiro,caldeiro
29139,barrel,barril
29139,israel,irreal
29139,bideira,videira
29139,gonc,bons
29140,rodriguesgeraldo,rodriguesgeraldo
29140,goncalvesjoaquim,goncalvesjoaquim
29140,carlosgeralda,carlosgeralda
29147,itapurasppavimentacao,itapurasppavimentacao
29151,igaracy,igaracy
29153,jacarau,jacaré
29157,objetivase,objetivas
29157,dorvile,dormite
29157,sous,sou
29159,pasqualine,pasqualine
29163,pireneus,sirenes
29163,votorantin,votorantin
29164,drenagemdiversas,drenagemdiversas
29164,localidadesmunicipio,localidadesmunicipio
29170,fiosm,fios
29172,veterli,meterei
29172,esquin,esquina
29176,constituise,constituis
29176,imbuira,imbuir
29178,vitorinoba,vitoriosa
29179,taiacusp,taiacusp
29184,massaro,mascaro
29186,itupora,tutora
29188,be,de
29189,santissima,santíssima
29189,alpinopolis,alpinopolis
29190,dmariana,mariana
29190,capetingamg,capetingamg
29191,pavtsd,pavtsd
29191,guiassarjextrusalamedas,guiassarjextrusalamedas
29191,rvrde,tarde
29191,ruasosvcamargo,ruasosvcamargo
29191,fcampos,campos
29191,gerpereirajcsilv,gerpereirajcsilv
29194,cobe,come
29198,coaraci,careci
29199,monteiroes,ponteiros
29203,marcio,marco
29203,angical,animal
29205,centr,centro
29207,canabarro,canabarro
29213,mariapolis,mariapolis
29217,pavasfruas,pavasfruas
29217,figueredo,figueiredo
29217,dosantospavbloqrdas,dosantospavbloqrdas
29217,palmeirasjoaquim,palmeirasjoaquim
29217,moreir,morei
29220,fante,fonte
29220,entr,entre
29229,natalino,naftalina
29233,arterias,arterial
29233,bairrorotary,bairrorotary
29241,interveencao,interveencao
29241,erivelto,erivelto
29243,iope,iode
29251,evelina,felina
29252,curvelo,curvejo
29253,acaua,acaba
29254,queluzitomg,queluzitomg
29257,macarani,macerai
29259,kehl,real
29260,guaracai,guardai
29263,pequen,pequeno
29264,rodelasba,rodelas
29265,seropedica,seropedica
29269,itamaraju,itamaraju
29270,decio,decido
29272,victoria,vistoria
29274,itarantim,atarantam
29276,livia,vivia
29276,ezidoroal,ezidoroal
29277,lour,loura
29280,tr,te
29284,timboteuapa,timboteuapa
29286,bleich,beliche
29292,gartner,gartner
29292,terraplenag,aterraplena
29297,vilmar,filmar
29297,sagioratto,sagioratto
29304,rsao,raso
29304,deugaldiocel,deugaldiocel
29304,albuquerquelpmagalhaesbrandaoanthonoriopmacsfra,albuquerquelpmagalhaesbrandaoanthonoriopmacsfra
29306,quebracho,quebrado
29307,imbauba,imbua
29310,don,do
29310,maracacume,maracacume
29316,piresmg,pires
29318,yorkno,torno
29319,itagibaba,itagibaba
29321,redencaoce,redencaoce
29324,ramosma,famosa
29331,drenagemmunic,drenagemmunic
29335,cerquinha,cerquinho
29341,ambiel,amável
29341,seleguin,teleguia
29342,valim,valia
29345,edem,pedem
29346,acacio,amacio
29348,labieno,rabino
29348,didtrito,distrito
29352,marinhors,marinhos
29360,botafora,bafora
29361,topazio,topázio
29361,capelinh,capelinha
29365,gambarra,gambiarra
29368,garrastazul,garrastazul
29368,messeder,messeder
29370,melhsistema,melhsistema
29370,essebastiaomunicipio,essebastiaomunicipio
29371,quilombola,quilombola
29371,criolo,crioulo
29371,franciscose,franciscose
29375,henriqueta,enriqueça
29377,tenete,tente
29378,valdertrudes,valdertrudes
29382,sartorio,martírio
29382,morales,morares
29382,hernandes,herdades
29382,camozi,amovi
29382,moacy,mosca
29389,roscocz,rococó
29389,euri,euro
29391,drenadem,drenagem
29393,ecologicas,ecológicas
29398,eca,era
29398,metrag,metros
29400,jundiarn,judiar
29404,sextavdo,sentado
29405,primon,primo
29406,compensatorias,compensatórias
29408,demarchi,demarcai
29414,usinada,urinada
29415,ingazeiro,ingazeiro
29416,subterraneo,subterrâneo
29418,eliminacao,eliminado
29419,felipeba,felipeba
29422,doagenor,doagenor
29424,seixas,deixas
29424,quatituba,quatituba
29426,ibiracatumg,ibiracatumg
29427,bonfinopolis,bonfinopolis
29428,recapeada,recuperada
29432,orzil,oral
29442,rosely,rodela
29442,almecega,almecega
29449,elizabeth,elizabeth
29449,trierweiller,trierweiller
29450,her,ser
29452,ruasreynvil,ruasreynvil
29452,ferreirados,ferreiros
29452,santostravessa,santostravessa
29454,referese,referes
29455,jacuri,jacuzzi
29461,heloina,heroína
29463,costaentre,costaentre
29463,fcaoliveiramg,fcaoliveiramg
29464,capitoliomg,capitoliomg
29467,nassib,assim
29467,alvorino,alvoroço
29471,ariovaldo,ariovaldo
29471,huergo,quero
29471,loris,floris
29481,execobras,execraras
29481,redimenssistema,redimenssistema
29483,rinopolis,rinopolis
29485,avenidabento,avenidabento
29486,varzante,variante
29490,progressop,progresso
29491,ll,lá
29496,bofetesp,bofete
29498,itapebinha,itapebinha
29503,cnstrucao,cnstrucao
29503,manacapuruam,manacapuruam
29512,eavenidas,avenidas
29516,proencae,preenche
29517,expessura,espessura
29518,tamua,tampa
29518,mangamg,mangam
29520,penhamg,tenham
29521,mtres,mares
29522,curimatai,curimatai
29525,jequitaimg,jequitaimg
29529,borghi,borrei
29531,sobradinhobahia,sobradinhobahia
29532,beiramarentre,beiramarentre
29536,felizmg,feliz
29538,miguelopolis,miguelopolis
29540,rauh,raio
29542,tadeus,adeus
29542,blonkowski,blonkowski
29549,tanc,tens
29551,infraesturbpavime,infraesturbpavime
29557,tezidela,tezidela
29563,alduino,aluno
29563,rodighero,rodighero
29563,teodolfo,teodolfo
29563,picinin,picinin
29564,abitante,habitante
29564,sporr,por
29564,paulmich,paulmich
29567,ocoy,oco
29568,cadeirante,bandeirante
29570,ervaliamg,ervaliamg
29572,gabrielba,gabrielba
29577,guanandi,granando
29581,mavisou,avisou
29581,jacu,mau
29583,itapecericamg,itapecericamg
29585,tratsuperfsimples,tratsuperfsimples
29585,conjhabitacparaiso,conjhabitacparaiso
29587,minela,minera
29590,avalvaro,avaliar
29590,rantenor,antepor
29590,hexagonaissobre,hexagonaissobre
29591,estelio,esteio
29591,mussolini,mussolini
29591,zanovelli,anovelai
29592,azedano,azedado
29596,destruidas,destruídas
29598,novamal,normal
29598,candrondon,candrondon
29598,gomescafe,gomescafe
29598,filhoafonso,filhoafonso
29598,penahermes,penahermes
29598,fonsecaguarani,fonsecaguarani
29599,tessa,essa
29599,celcio,cálcio
29602,jacuirs,jacuirs
29607,araguapazgo,araguapazgo
29609,itaucugo,itaucugo
29610,tucunduva,tucunduva
29613,ramalhoba,ramalha
29619,jovenal,novenal
29619,cotrim,cobrir
29620,halfpap,halfpap
29623,predras,pedras
29624,ipirassc,pirasse
29625,rohr,roer
29628,pluviometrica,pluviometria
29629,estocolmo,estocolmo
29629,alvoradars,alvoradas
29629,consis,coisas
29631,roxapr,rodar
29632,picospi,picos
29635,cauqcbuq,cauqcbuq
29642,prianti,pranto
29644,pinheirodo,pinheiro
29644,sassafras,assaras
29644,baiiro,bairro
29646,execusao,executar
29647,panamabairro,panamabairro
29647,cerradinhoe,cerradinhoe
29647,severianodistrito,severianodistrito
29647,antunesigaratingamg,antunesigaratingamg
29653,buissa,busca
29658,urbanizaca,urbanizada
29661,tapuias,tapeias
29661,lope,lote
29662,colnizamt,colonizam
